AT,V,AP,RH,PE,AT-V,AT-AP,AT-RH,AT-PE,AP-RH,AP-PE
19.80,52.90,1017.75,66.67,456.64,0.37,0.02,0.30,0.04,15.27,2.23
26.05,44.89,1009.83,56.36,443.18,0.58,0.03,0.46,0.06,17.92,2.28
14.33,45.51,1015.42,71.55,468.92,0.31,0.01,0.20,0.03,14.19,2.17
22.78,49.16,1002.29,64.28,444.99,0.46,0.02,0.35,0.05,15.59,2.25
6.53,42.85,1012.65,91.60,480.98,0.15,0.01,0.07,0.01,11.06,2.11
22.98,58.46,1016.06,72.69,445.05,0.39,0.02,0.32,0.05,13.98,2.28
8.36,40.71,1026.34,82.76,487.79,0.21,0.01,0.10,0.02,12.40,2.10
13.53,38.73,1004.86,85.38,472.46,0.35,0.01,0.16,0.03,11.77,2.13
22.66,63.73,1013.24,83.95,444.41,0.36,0.02,0.27,0.05,12.07,2.28
28.31,70.32,1007.88,47.00,432.50,0.40,0.03,0.60,0.07,21.44,2.33
25.21,70.04,1009.51,76.13,432.93,0.36,0.02,0.33,0.06,13.26,2.33
26.39,71.25,999.80,89.12,430.34,0.37,0.03,0.30,0.06,11.22,2.32
15.60,41.04,1025.48,64.43,457.49,0.38,0.02,0.24,0.03,15.92,2.24
29.10,73.90,1007.47,59.48,436.56,0.39,0.03,0.49,0.07,16.94,2.31
8.83,43.56,1014.90,81.55,482.43,0.20,0.01,0.11,0.02,12.45,2.10
28.16,73.21,1002.27,88.26,432.78,0.38,0.03,0.32,0.07,11.36,2.32
22.38,63.31,1014.76,73.80,441.30,0.35,0.02,0.30,0.05,13.75,2.30
25.68,70.17,1001.38,85.89,433.92,0.37,0.03,0.30,0.06,11.66,2.31
22.18,65.46,1016.74,54.02,447.92,0.34,0.02,0.41,0.05,18.82,2.27
32.31,77.95,1010.15,62.17,430.15,0.41,0.03,0.52,0.08,16.25,2.35
15.98,42.99,1008.24,83.78,467.42,0.37,0.02,0.19,0.03,12.03,2.16
30.39,70.98,1007.55,72.76,435.48,0.43,0.03,0.42,0.07,13.85,2.31
30.20,70.02,1009.85,63.39,437.48,0.43,0.03,0.48,0.07,15.93,2.31
8.88,36.30,1015.27,56.96,478.70,0.24,0.01,0.16,0.02,17.82,2.12
13.46,41.40,1019.46,71.73,467.40,0.33,0.01,0.19,0.03,14.21,2.18
18.12,43.69,1016.91,52.95,464.68,0.41,0.02,0.34,0.04,19.21,2.19
30.56,69.04,1009.29,55.73,442.24,0.44,0.03,0.55,0.07,18.11,2.28
8.51,41.26,1023.17,87.79,477.51,0.21,0.01,0.10,0.02,11.65,2.14
12.25,44.85,1014.13,85.25,470.92,0.27,0.01,0.14,0.03,11.90,2.15
13.96,40.92,1022.65,73.08,460.95,0.34,0.01,0.19,0.03,13.99,2.22
26.53,69.71,1009.88,76.26,446.17,0.38,0.03,0.35,0.06,13.24,2.26
29.25,72.99,1006.85,61.15,429.12,0.40,0.03,0.48,0.07,16.47,2.35
30.02,73.50,1010.52,44.91,429.84,0.41,0.03,0.67,0.07,22.50,2.35
27.69,70.32,1012.20,82.27,432.57,0.39,0.03,0.34,0.06,12.30,2.34
21.30,66.86,1013.04,55.43,450.56,0.32,0.02,0.38,0.05,18.28,2.25
21.37,81.56,1006.57,81.56,434.38,0.26,0.02,0.26,0.05,12.34,2.32
26.26,71.73,1009.59,80.06,430.79,0.37,0.03,0.33,0.06,12.61,2.34
11.83,45.09,1013.11,88.52,470.32,0.26,0.01,0.13,0.03,11.44,2.15
23.02,67.25,1017.17,72.00,443.44,0.34,0.02,0.32,0.05,14.13,2.29
26.20,71.14,1007.92,72.95,431.70,0.37,0.03,0.36,0.06,13.82,2.33
16.45,44.68,1018.60,85.14,462.66,0.37,0.02,0.19,0.04,11.96,2.20
25.34,69.48,1008.40,74.79,433.81,0.36,0.03,0.34,0.06,13.48,2.32
6.63,39.37,1020.33,76.18,489.16,0.17,0.01,0.09,0.01,13.39,2.09
29.56,73.88,1005.77,66.45,436.60,0.40,0.03,0.44,0.07,15.14,2.30
26.92,67.25,1017.74,61.68,434.05,0.40,0.03,0.44,0.06,16.50,2.34
22.34,63.73,1014.37,83.19,444.39,0.35,0.02,0.27,0.05,12.19,2.28
14.84,71.14,1019.61,66.78,454.16,0.21,0.01,0.22,0.03,15.27,2.25
15.26,41.20,1016.00,76.06,467.98,0.37,0.02,0.20,0.03,13.36,2.17
24.23,49.30,1003.61,74.44,440.65,0.49,0.02,0.33,0.05,13.48,2.28
27.54,68.27,1008.12,56.42,433.00,0.40,0.03,0.49,0.06,17.87,2.33
21.39,64.27,1011.71,95.39,445.12,0.33,0.02,0.22,0.05,10.61,2.27
19.40,39.53,1007.96,63.38,457.17,0.49,0.02,0.31,0.04,15.90,2.20
12.45,40.56,1017.84,66.52,477.41,0.31,0.01,0.19,0.03,15.30,2.13
19.45,38.52,1017.99,62.86,451.96,0.50,0.02,0.31,0.04,16.19,2.25
11.92,38.25,1013.13,84.92,472.50,0.31,0.01,0.14,0.03,11.93,2.14
22.45,41.54,1012.69,70.89,460.07,0.54,0.02,0.32,0.05,14.29,2.20
28.98,62.66,1009.10,52.62,438.45,0.46,0.03,0.55,0.07,19.18,2.30
21.67,50.32,1008.41,85.99,445.31,0.43,0.02,0.25,0.05,11.73,2.26
24.01,42.48,1011.39,55.10,453.12,0.57,0.02,0.44,0.05,18.36,2.23
18.12,58.95,1017.82,86.16,449.28,0.31,0.02,0.21,0.04,11.81,2.27
21.11,41.67,1012.44,52.86,460.33,0.51,0.02,0.40,0.05,19.15,2.20
26.52,63.94,1018.23,42.41,440.47,0.41,0.03,0.63,0.06,24.01,2.31
26.91,70.47,1007.55,72.59,434.24,0.38,0.03,0.37,0.06,13.88,2.32
27.34,63.78,1016.50,48.40,446.56,0.43,0.03,0.56,0.06,21.00,2.28
20.98,60.07,1016.26,67.18,446.26,0.35,0.02,0.31,0.05,15.13,2.28
30.66,66.25,1007.67,63.03,439.55,0.46,0.03,0.49,0.07,15.99,2.29
33.70,68.27,1007.16,50.41,427.40,0.49,0.03,0.67,0.08,19.98,2.36
25.53,59.57,1010.65,82.04,445.59,0.43,0.03,0.31,0.06,12.32,2.27
15.92,37.64,1014.93,83.73,464.14,0.42,0.02,0.19,0.03,12.12,2.19
32.45,66.44,1011.21,50.18,429.99,0.49,0.03,0.65,0.08,20.15,2.35
26.06,64.05,1012.00,84.05,442.24,0.41,0.03,0.31,0.06,12.04,2.29
24.27,74.93,1012.73,73.81,443.06,0.32,0.02,0.33,0.05,13.72,2.29
9.06,41.92,1029.90,90.88,473.37,0.22,0.01,0.10,0.02,11.33,2.18
26.48,69.14,1009.31,84.11,435.76,0.38,0.03,0.31,0.06,12.00,2.32
19.51,44.05,1008.52,78.38,451.70,0.44,0.02,0.25,0.04,12.87,2.23
10.77,41.44,1016.72,75.27,479.19,0.26,0.01,0.14,0.02,13.51,2.12
5.51,35.57,1026.30,78.97,489.36,0.15,0.01,0.07,0.01,13.00,2.10
23.69,71.97,1009.62,93.03,438.62,0.33,0.02,0.25,0.05,10.85,2.30
15.77,41.79,1007.96,80.69,455.87,0.38,0.02,0.20,0.03,12.49,2.21
26.35,64.05,1009.81,81.24,433.63,0.41,0.03,0.32,0.06,12.43,2.33
30.09,64.96,1001.29,56.04,430.30,0.46,0.03,0.54,0.07,17.87,2.33
26.88,79.74,1006.54,93.70,434.77,0.34,0.03,0.29,0.06,10.74,2.32
23.82,44.89,1009.39,74.69,445.45,0.53,0.02,0.32,0.05,13.51,2.27
23.54,70.32,1010.89,80.76,434.45,0.33,0.02,0.29,0.05,12.52,2.33
24.56,51.86,1014.43,68.85,447.57,0.47,0.02,0.36,0.05,14.73,2.27
23.68,68.12,1011.18,72.45,441.54,0.35,0.02,0.33,0.05,13.96,2.29
15.07,39.82,1012.78,84.46,471.31,0.38,0.01,0.18,0.03,11.99,2.15
23.83,50.32,1008.41,72.23,445.17,0.47,0.02,0.33,0.05,13.96,2.27
33.72,74.33,1011.40,37.51,428.96,0.45,0.03,0.90,0.08,26.96,2.36
14.43,38.28,1014.76,79.76,467.12,0.38,0.01,0.18,0.03,12.72,2.17
21.67,57.76,1018.32,68.21,452.56,0.38,0.02,0.32,0.05,14.93,2.25
22.47,47.45,1007.62,76.65,447.14,0.47,0.02,0.29,0.05,13.15,2.25
8.89,41.54,1019.27,82.87,483.82,0.21,0.01,0.11,0.02,12.30,2.11
17.90,52.08,1006.41,100.09,451.94,0.34,0.02,0.18,0.04,10.06,2.23
28.07,64.09,1005.41,64.09,436.61,0.44,0.03,0.44,0.06,15.69,2.30
30.04,64.44,1014.46,52.19,437.95,0.47,0.03,0.58,0.07,19.44,2.32
30.18,68.24,1009.31,64.06,427.38,0.44,0.03,0.47,0.07,15.76,2.36
22.80,49.16,1006.40,77.05,439.65,0.46,0.02,0.30,0.05,13.06,2.29
15.62,35.40,1016.19,53.95,467.95,0.44,0.02,0.29,0.03,18.84,2.17
22.47,48.60,1002.33,63.23,445.98,0.46,0.02,0.36,0.05,15.85,2.25
11.26,44.92,1023.63,88.99,474.69,0.25,0.01,0.13,0.02,11.50,2.16
10.64,41.04,1025.00,93.59,468.88,0.26,0.01,0.11,0.02,10.95,2.19
22.95,66.54,1004.53,88.06,434.41,0.34,0.02,0.26,0.05,11.41,2.31
13.24,39.16,1016.52,86.66,474.48,0.34,0.01,0.15,0.03,11.73,2.14
33.67,80.18,1010.83,60.87,431.99,0.42,0.03,0.55,0.08,16.61,2.34
30.85,67.45,1014.53,32.99,430.80,0.46,0.03,0.94,0.07,30.75,2.35
30.85,68.94,1007.31,68.99,426.10,0.45,0.03,0.45,0.07,14.60,2.36
10.06,37.83,1005.49,99.46,473.51,0.27,0.01,0.10,0.02,10.11,2.12
22.44,58.16,1017.28,63.68,452.71,0.39,0.02,0.35,0.05,15.97,2.25
21.04,74.87,1009.09,88.25,443.44,0.28,0.02,0.24,0.05,11.43,2.28
24.00,75.23,1010.69,72.46,443.78,0.32,0.02,0.33,0.05,13.95,2.28
10.60,41.46,1021.23,89.02,481.30,0.26,0.01,0.12,0.02,11.47,2.12
9.34,41.49,1020.58,97.59,471.04,0.23,0.01,0.10,0.02,10.46,2.17
14.79,46.48,1007.46,92.40,462.55,0.32,0.01,0.16,0.03,10.90,2.18
17.74,44.20,1018.87,58.59,454.37,0.40,0.02,0.30,0.04,17.39,2.24
27.67,71.64,1004.41,78.14,433.29,0.39,0.03,0.35,0.06,12.85,2.32
25.71,58.59,1012.77,61.83,451.28,0.44,0.03,0.42,0.06,16.38,2.24
26.16,67.90,1005.81,61.02,444.06,0.39,0.03,0.43,0.06,16.48,2.27
14.89,39.58,1012.26,77.58,465.95,0.38,0.01,0.19,0.03,13.05,2.17
24.49,65.06,1014.07,63.32,441.40,0.38,0.02,0.39,0.06,16.02,2.30
17.40,44.90,1020.50,77.11,457.75,0.39,0.02,0.23,0.04,13.23,2.23
16.59,43.56,1012.88,59.61,465.03,0.38,0.02,0.28,0.04,16.99,2.18
16.30,38.73,1001.79,73.45,465.70,0.42,0.02,0.22,0.04,13.64,2.15
27.16,65.61,1014.21,47.93,441.33,0.41,0.03,0.57,0.06,21.16,2.30
28.29,68.08,1010.77,53.92,430.93,0.42,0.03,0.52,0.07,18.75,2.35
10.47,44.21,1017.87,85.34,476.02,0.24,0.01,0.12,0.02,11.93,2.14
9.66,41.82,1033.19,73.19,477.67,0.23,0.01,0.13,0.02,14.12,2.16
27.98,67.90,1006.30,73.53,436.08,0.41,0.03,0.38,0.06,13.69,2.31
31.94,74.99,1002.05,34.12,440.17,0.43,0.03,0.94,0.07,29.37,2.28
5.80,45.87,1009.14,92.06,481.60,0.13,0.01,0.06,0.01,10.96,2.10
24.20,64.33,1011.15,84.23,442.78,0.38,0.02,0.29,0.05,12.00,2.28
15.12,48.92,1011.80,72.93,462.59,0.31,0.01,0.21,0.03,13.87,2.19
9.94,40.46,1018.90,68.51,473.74,0.25,0.01,0.15,0.02,14.87,2.15
24.31,63.86,1019.47,58.54,442.69,0.38,0.02,0.42,0.05,17.41,2.30
8.53,40.02,1031.27,85.57,476.73,0.21,0.01,0.10,0.02,12.05,2.16
10.58,39.61,1020.39,71.69,477.18,0.27,0.01,0.15,0.02,14.23,2.14
29.55,72.29,1007.94,84.45,430.98,0.41,0.03,0.35,0.07,11.94,2.34
21.60,66.86,1013.02,54.19,450.84,0.32,0.02,0.40,0.05,18.69,2.25
21.16,45.38,1014.65,73.06,458.63,0.47,0.02,0.29,0.05,13.89,2.21
31.49,69.13,1009.33,53.90,425.74,0.46,0.03,0.58,0.07,18.73,2.37
11.64,38.25,1013.33,85.79,472.34,0.30,0.01,0.14,0.02,11.81,2.15
9.00,36.30,1027.11,75.89,480.31,0.25,0.01,0.12,0.02,13.53,2.14
27.58,65.27,1013.51,50.43,441.30,0.42,0.03,0.55,0.06,20.10,2.30
24.77,57.17,1010.66,73.00,441.12,0.43,0.02,0.34,0.06,13.84,2.29
14.22,39.39,1014.16,80.22,470.98,0.36,0.01,0.18,0.03,12.64,2.15
21.52,46.21,1010.62,67.62,449.08,0.47,0.02,0.32,0.05,14.95,2.25
10.91,40.10,1014.07,91.45,478.34,0.27,0.01,0.12,0.02,11.09,2.12
31.05,69.13,1000.38,58.49,426.31,0.45,0.03,0.53,0.07,17.10,2.35
29.93,69.48,1009.21,54.59,430.75,0.43,0.03,0.55,0.07,18.49,2.34
33.30,68.14,1003.02,53.43,426.88,0.49,0.03,0.62,0.08,18.77,2.35
22.36,58.79,1016.69,73.60,445.76,0.38,0.02,0.30,0.05,13.81,2.28
30.55,70.04,1010.51,49.37,429.56,0.44,0.03,0.62,0.07,20.47,2.35
18.05,56.03,1020.69,77.87,459.09,0.32,0.02,0.23,0.04,13.11,2.22
24.19,68.94,1007.37,70.83,439.52,0.35,0.02,0.34,0.06,14.22,2.29
24.85,71.98,1005.97,95.09,433.64,0.35,0.02,0.26,0.06,10.58,2.32
16.00,43.34,1013.58,78.87,461.70,0.37,0.02,0.20,0.03,12.85,2.20
7.20,40.35,1011.83,95.59,484.90,0.18,0.01,0.08,0.01,10.59,2.09
27.89,70.94,1007.54,49.18,435.21,0.39,0.03,0.57,0.06,20.49,2.32
28.40,75.23,1011.12,55.01,441.78,0.38,0.03,0.52,0.06,18.38,2.29
10.80,41.39,1019.74,74.08,478.75,0.26,0.01,0.15,0.02,13.77,2.13
20.59,42.04,1009.78,62.77,463.08,0.49,0.02,0.33,0.04,16.09,2.18
10.20,41.46,1020.23,84.54,481.46,0.25,0.01,0.12,0.02,12.07,2.12
23.28,69.51,1013.31,53.00,444.17,0.33,0.02,0.44,0.05,19.12,2.28
30.56,72.39,999.96,69.81,430.85,0.42,0.03,0.44,0.07,14.32,2.32
32.16,71.32,1005.50,60.23,434.01,0.45,0.03,0.53,0.07,16.69,2.32
26.09,58.41,1013.64,64.58,438.86,0.45,0.03,0.40,0.06,15.70,2.31
9.04,40.11,1023.30,76.32,473.57,0.23,0.01,0.12,0.02,13.41,2.16
5.66,40.62,1015.87,84.97,485.18,0.14,0.01,0.07,0.01,11.96,2.09
23.32,69.23,1011.75,75.59,436.18,0.34,0.02,0.31,0.05,13.38,2.32
10.84,40.62,1015.53,60.90,467.60,0.27,0.01,0.18,0.02,16.68,2.17
22.86,60.08,1017.20,67.11,452.34,0.38,0.02,0.34,0.05,15.16,2.25
23.53,72.24,1010.84,94.33,436.69,0.33,0.02,0.25,0.05,10.72,2.31
16.10,36.71,1013.58,74.41,471.46,0.44,0.02,0.22,0.03,13.62,2.15
22.11,59.80,1016.86,70.14,450.62,0.37,0.02,0.32,0.05,14.50,2.26
30.54,69.14,1007.25,70.46,435.46,0.44,0.03,0.43,0.07,14.30,2.31
9.98,39.66,1017.32,77.78,481.64,0.25,0.01,0.13,0.02,13.08,2.11
13.89,35.71,1016.40,65.49,468.54,0.39,0.01,0.21,0.03,15.52,2.17
8.88,41.54,1019.05,80.77,484.99,0.21,0.01,0.11,0.02,12.62,2.10
15.99,49.21,1015.17,76.40,463.47,0.32,0.02,0.21,0.03,13.29,2.19
20.18,43.43,1011.31,65.11,450.09,0.46,0.02,0.31,0.04,15.53,2.25
13.00,39.28,1016.70,81.94,473.60,0.33,0.01,0.16,0.03,12.41,2.15
29.26,69.34,1009.76,58.64,435.32,0.42,0.03,0.50,0.07,17.22,2.32
8.47,41.26,1020.57,91.28,477.14,0.21,0.01,0.09,0.02,11.18,2.14
26.65,74.16,1008.27,94.54,431.47,0.36,0.03,0.28,0.06,10.67,2.34
24.02,64.63,1020.49,55.17,449.66,0.37,0.02,0.44,0.05,18.50,2.27
14.79,41.04,1025.32,75.81,456.97,0.36,0.01,0.20,0.03,13.52,2.24
10.87,37.50,1011.43,95.56,474.07,0.29,0.01,0.11,0.02,10.58,2.13
8.05,40.62,1018.16,73.67,477.20,0.20,0.01,0.11,0.02,13.82,2.13
31.03,69.98,1011.33,52.16,436.13,0.44,0.03,0.59,0.07,19.39,2.32
6.93,40.67,1020.17,71.16,494.61,0.17,0.01,0.10,0.01,14.34,2.06
12.91,41.16,1011.90,89.19,472.71,0.31,0.01,0.14,0.03,11.35,2.14
20.98,42.23,1013.12,67.37,461.90,0.50,0.02,0.31,0.05,15.04,2.19
6.25,40.07,1020.19,65.24,494.39,0.16,0.01,0.10,0.01,15.64,2.06
29.29,72.58,1007.39,72.85,428.73,0.40,0.03,0.40,0.07,13.83,2.35
7.19,40.81,1015.22,85.65,487.15,0.18,0.01,0.08,0.01,11.85,2.08
15.46,42.07,1017.90,81.12,459.15,0.37,0.02,0.19,0.03,12.55,2.22
9.96,41.55,1002.59,65.86,475.91,0.24,0.01,0.15,0.02,15.22,2.11
29.53,70.94,1007.22,70.68,432.43,0.42,0.03,0.42,0.07,14.25,2.33
24.19,50.23,1015.73,59.77,458.31,0.48,0.02,0.40,0.05,16.99,2.22
10.87,38.38,1020.85,69.78,477.03,0.28,0.01,0.16,0.02,14.63,2.14
31.18,69.04,1008.19,49.72,441.26,0.45,0.03,0.63,0.07,20.28,2.28
20.46,54.20,1011.40,84.00,448.10,0.38,0.02,0.24,0.05,12.04,2.26
26.23,63.56,1013.57,65.81,440.80,0.41,0.03,0.40,0.06,15.40,2.30
8.47,41.03,1021.72,70.16,485.10,0.21,0.01,0.12,0.02,14.56,2.11
23.86,63.77,1014.60,82.37,440.58,0.37,0.02,0.29,0.05,12.32,2.30
17.85,53.16,1013.05,82.72,456.49,0.34,0.02,0.22,0.04,12.25,2.22
19.39,60.10,1010.28,83.31,452.57,0.32,0.02,0.23,0.04,12.13,2.23
29.64,69.51,1012.13,44.65,428.69,0.43,0.03,0.66,0.07,22.67,2.36
20.20,64.45,1009.03,61.77,452.33,0.31,0.02,0.33,0.04,16.34,2.23
27.10,52.84,1006.28,53.85,439.08,0.51,0.03,0.50,0.06,18.69,2.29
25.38,65.34,1012.87,62.49,447.41,0.39,0.03,0.41,0.06,16.21,2.26
26.08,70.32,1012.32,89.00,434.24,0.37,0.03,0.29,0.06,11.37,2.33
9.44,39.82,1013.26,91.55,483.18,0.24,0.01,0.10,0.02,11.07,2.10
22.26,44.89,1009.51,78.93,447.07,0.50,0.02,0.28,0.05,12.79,2.26
27.55,63.13,1012.92,71.29,440.75,0.44,0.03,0.39,0.06,14.21,2.30
28.85,59.27,1011.69,51.80,440.30,0.49,0.03,0.56,0.07,19.53,2.30
27.95,73.50,1010.42,58.01,435.45,0.38,0.03,0.48,0.06,17.42,2.32
16.03,65.46,1013.96,87.56,455.17,0.24,0.02,0.18,0.04,11.58,2.23
20.65,48.41,1008.38,91.02,447.35,0.43,0.02,0.23,0.05,11.08,2.25
14.68,41.23,998.43,83.71,469.25,0.36,0.01,0.18,0.03,11.93,2.13
29.12,66.56,1006.90,49.79,429.94,0.44,0.03,0.58,0.07,20.22,2.34
12.57,39.18,1023.09,77.28,471.87,0.32,0.01,0.16,0.03,13.24,2.17
25.06,64.63,1020.66,54.93,446.57,0.39,0.02,0.46,0.06,18.58,2.29
14.51,42.77,1017.47,81.95,463.37,0.34,0.01,0.18,0.03,12.42,2.20
33.73,69.88,1007.21,42.93,434.83,0.48,0.03,0.79,0.08,23.46,2.32
25.86,59.07,1008.59,81.28,440.90,0.44,0.03,0.32,0.06,12.41,2.29
13.55,42.99,1007.58,97.55,470.82,0.32,0.01,0.14,0.03,10.33,2.14
30.07,70.04,1010.84,55.74,426.35,0.43,0.03,0.54,0.07,18.13,2.37
10.04,39.66,1015.84,82.31,480.63,0.25,0.01,0.12,0.02,12.34,2.11
26.04,68.08,1010.82,75.58,430.32,0.38,0.03,0.34,0.06,13.37,2.35
9.23,42.44,1014.34,94.20,481.29,0.22,0.01,0.10,0.02,10.77,2.11
25.96,71.64,1003.84,86.83,432.93,0.36,0.03,0.30,0.06,11.56,2.32
25.42,73.17,1012.29,85.86,437.06,0.35,0.03,0.30,0.06,11.79,2.32
19.09,42.44,1012.93,63.59,461.84,0.45,0.02,0.30,0.04,15.93,2.19
10.24,41.17,1019.73,82.04,479.78,0.25,0.01,0.12,0.02,12.43,2.13
27.40,69.84,1002.98,76.48,430.54,0.39,0.03,0.36,0.06,13.11,2.33
26.34,68.67,1006.54,72.48,437.52,0.38,0.03,0.36,0.06,13.89,2.30
23.64,63.31,1014.50,61.83,440.70,0.37,0.02,0.38,0.05,16.41,2.30
15.11,43.67,1012.06,91.75,467.82,0.35,0.01,0.16,0.03,11.03,2.16
4.62,38.44,1016.09,73.14,486.84,0.12,0.00,0.06,0.01,13.89,2.09
26.06,58.59,1012.41,55.22,451.47,0.44,0.03,0.47,0.06,18.33,2.24
24.38,63.91,1009.53,79.11,446.02,0.38,0.02,0.31,0.05,12.76,2.26
16.96,52.90,1019.61,81.86,460.20,0.32,0.02,0.21,0.04,12.46,2.22
19.46,47.03,1013.90,88.86,460.57,0.41,0.02,0.22,0.04,11.41,2.20
5.95,35.57,1025.84,77.61,487.72,0.17,0.01,0.08,0.01,13.22,2.10
13.82,40.20,1013.19,90.11,466.99,0.34,0.01,0.15,0.03,11.24,2.17
29.19,67.51,1011.48,55.55,446.97,0.43,0.03,0.53,0.07,18.21,2.26
21.61,49.39,1019.41,78.20,449.26,0.44,0.02,0.28,0.05,13.04,2.27
16.43,41.79,1005.47,76.89,455.85,0.39,0.02,0.21,0.04,13.08,2.21
28.52,64.96,1005.90,70.79,431.36,0.44,0.03,0.40,0.07,14.21,2.33
28.37,75.60,1017.48,55.19,439.25,0.38,0.03,0.51,0.06,18.44,2.32
18.48,50.16,1011.45,99.92,452.06,0.37,0.02,0.18,0.04,10.12,2.24
18.66,56.53,1020.13,80.04,459.45,0.33,0.02,0.23,0.04,12.75,2.22
11.30,25.36,1008.66,96.18,471.19,0.45,0.01,0.12,0.02,10.49,2.14
27.31,59.54,1006.24,71.99,440.13,0.46,0.03,0.38,0.06,13.98,2.29
7.65,36.30,1016.50,65.51,482.56,0.21,0.01,0.12,0.02,15.52,2.11
28.09,63.31,1013.01,52.60,438.60,0.44,0.03,0.53,0.06,19.26,2.31
10.38,40.92,1021.53,95.18,466.46,0.25,0.01,0.11,0.02,10.73,2.19
12.52,40.24,1020.45,97.41,470.56,0.31,0.01,0.13,0.03,10.48,2.17
3.92,41.31,999.22,95.26,487.35,0.09,0.00,0.04,0.01,10.49,2.05
16.01,65.46,1014.00,87.68,454.16,0.24,0.02,0.18,0.04,11.56,2.23
26.44,71.73,1009.52,81.75,430.55,0.37,0.03,0.32,0.06,12.35,2.34
26.09,60.23,1010.74,60.88,445.88,0.43,0.03,0.43,0.06,16.60,2.27
27.51,71.32,1007.59,80.02,433.16,0.39,0.03,0.34,0.06,12.59,2.33
24.16,48.98,1015.19,42.55,459.27,0.49,0.02,0.57,0.05,23.86,2.21
18.68,43.69,1016.68,48.88,463.02,0.43,0.02,0.38,0.04,20.80,2.20
10.31,42.49,1009.43,78.36,479.64,0.24,0.01,0.13,0.02,12.88,2.10
32.89,73.68,1014.45,52.34,426.46,0.45,0.03,0.63,0.08,19.38,2.38
14.79,47.83,1007.27,92.04,463.22,0.31,0.01,0.16,0.03,10.94,2.17
14.22,48.60,1006.26,88.05,459.69,0.29,0.01,0.16,0.03,11.43,2.19
13.52,41.44,1015.81,65.97,472.11,0.33,0.01,0.20,0.03,15.40,2.15
18.28,44.20,1018.83,52.88,458.59,0.41,0.02,0.35,0.04,19.27,2.22
19.73,68.63,1012.41,74.12,450.26,0.29,0.02,0.27,0.04,13.66,2.25
26.62,70.36,1005.15,84.99,441.28,0.38,0.03,0.31,0.06,11.83,2.28
28.24,64.69,1007.35,61.14,438.03,0.44,0.03,0.46,0.06,16.48,2.30
22.41,70.98,1005.67,95.03,441.51,0.32,0.02,0.24,0.05,10.58,2.28
28.26,72.43,1006.68,72.30,426.20,0.39,0.03,0.39,0.07,13.92,2.36
24.05,61.87,1009.64,54.54,442.16,0.39,0.02,0.44,0.05,18.51,2.28
25.73,66.54,1010.07,55.97,437.07,0.39,0.03,0.46,0.06,18.05,2.31
20.78,60.84,1018.66,80.40,445.82,0.34,0.02,0.26,0.05,12.67,2.28
26.28,68.14,1005.61,53.17,435.71,0.39,0.03,0.49,0.06,18.91,2.31
25.27,67.07,1006.34,66.35,445.81,0.38,0.03,0.38,0.06,15.17,2.26
24.65,52.36,1014.76,66.63,455.68,0.47,0.02,0.37,0.05,15.23,2.23
13.07,38.47,1015.16,57.26,468.90,0.34,0.01,0.23,0.03,17.73,2.16
12.48,39.85,1012.93,60.23,477.17,0.31,0.01,0.21,0.03,16.82,2.12
29.06,72.86,1004.23,69.41,432.12,0.40,0.03,0.42,0.07,14.47,2.32
14.66,42.77,1019.37,79.79,463.60,0.34,0.01,0.18,0.03,12.78,2.20
28.28,61.86,1012.07,64.49,439.65,0.46,0.03,0.44,0.06,15.69,2.30
17.53,44.90,1020.50,71.10,457.61,0.39,0.02,0.25,0.04,14.35,2.23
16.81,45.87,1008.70,98.00,455.96,0.37,0.02,0.17,0.04,10.29,2.21
16.70,46.18,1012.60,96.15,455.93,0.36,0.02,0.17,0.04,10.53,2.22
14.12,40.92,1022.46,73.28,459.76,0.35,0.01,0.19,0.03,13.95,2.22
15.24,48.60,1007.08,86.49,459.85,0.31,0.02,0.18,0.03,11.64,2.19
16.37,54.30,1017.94,63.63,459.97,0.30,0.02,0.26,0.04,16.00,2.21
16.46,48.60,1006.08,89.00,449.58,0.34,0.02,0.18,0.04,11.30,2.24
9.14,38.91,1018.62,89.88,476.57,0.23,0.01,0.10,0.02,11.33,2.14
18.37,51.86,1018.80,74.30,461.14,0.35,0.02,0.25,0.04,13.71,2.21
21.39,58.05,1013.03,86.44,449.76,0.37,0.02,0.25,0.05,11.72,2.25
11.70,41.16,1017.98,95.71,462.94,0.28,0.01,0.12,0.03,10.64,2.20
14.51,44.84,1023.23,82.33,465.09,0.32,0.01,0.18,0.03,12.43,2.20
11.48,36.18,1017.03,61.62,469.44,0.32,0.01,0.19,0.02,16.50,2.17
28.16,70.98,1008.51,72.12,435.04,0.40,0.03,0.39,0.06,13.98,2.32
21.64,44.05,1007.73,74.79,447.96,0.49,0.02,0.29,0.05,13.47,2.25
25.77,71.37,1008.88,78.96,433.45,0.36,0.03,0.33,0.06,12.78,2.33
11.35,38.91,1017.93,83.45,474.22,0.29,0.01,0.14,0.02,12.20,2.15
23.61,59.39,1015.11,78.84,438.08,0.40,0.02,0.30,0.05,12.88,2.32
22.65,68.67,1006.67,77.42,447.01,0.33,0.02,0.29,0.05,13.00,2.25
24.28,68.31,1009.94,77.08,440.07,0.36,0.02,0.31,0.06,13.10,2.29
21.91,48.70,1006.89,83.97,449.80,0.45,0.02,0.26,0.05,11.99,2.24
27.04,69.98,1008.50,75.41,433.25,0.39,0.03,0.36,0.06,13.37,2.33
